06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      11127	A		AW00011127	21.10.1975	M	F	JAN11@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           1	9409 THE ALAMEDA	111-555-0118
	      11128	A		AW00011128	05.12.1975	M	F	SAMANTHA35@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           1	1606 ALDERWOOD LANE	175-555-0139
	      11129	A		AW00011129	05.08.1975	S	F	JULIA17@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           1	7397 CENTRAL BLVD.	456-555-0174
	      11130	A		AW00011130	06.01.1980	M	F	CAROLINE21@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3884 BATES COURT	424-555-0137
	      11131	A		AW00011131	12.03.1980	M	F	AMANDA7@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	9573 ROYAL OAK RD.	918-555-0126
	      11132	A		AW00011132	26.10.1980	S	F	MELISSA31@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	6832 FRUITWOOD DR	928-555-0118
	      11133	A		AW00011133	08.09.1980	S	F	ANGELA23@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	3828 BALTIC SEA CT	598-555-0174
	      11134	A		AW00011134	26.02.1946	S	M	LARRY14@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	7034 CARSON	1 (11) 500 555-0130
	      11135	A		AW00011135	03.11.1979	S	M	MARCUS14@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	9068 QUIET PLACE DRIVE	442-555-0119
	      11136	A		AW00011136	26.10.1978	S	F	BRIANNA30@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	9005 EAGLE CT.	954-555-0117
	      11137	A		AW00011137	20.07.1978	M	F	JASMINE7@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	2457 MATTERHORN COURT	557-555-0146
	      11138	A		AW00011138	15.09.1978	M	F	LAUREN23@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	8105 PEMBROOK COURT	832-555-0121
	      11139	A		AW00011139	09.11.1938	S	F	TANYA2@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	6155 WILBUR DRIVE	1 (11) 500 555-0185
	      11140	A		AW00011140	11.02.1977	S	M	JAVIER1@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	8935 ETCHEVERRY DR.	763-555-0134
	      11141	A		AW00011141	21.06.1977	M	F	NICOLE42@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	1101 C STREET	152-555-0162
	      11142	A		AW00011142	14.08.1977	S	M	EDUARDO55@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	6255 MACALVEY DR.	190-555-0184
	      11143	A		AW00011143	04.02.1977	M	M	JONATHAN4@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	165 EAST LANE ROAD	149-555-0113
	      11144	A		AW00011144	09.09.1979	S	M	EDWARD48@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	7607 PINE HOLLOW ROAD	178-555-0196
	      11145	A		AW00011145	08.12.1979	S	F	JASMINE46@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	1961 OAK GROVE ROAD	857-555-0115
	      11146	A		AW00011146	26.08.1939	S	F	KARLA20@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	3272 CORRIE LANE	1 (11) 500 555-0137
	      11147	A		AW00011147	05.02.1939	M	M	ERNEST6@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           1	1832 RIVERROCK DR	1 (11) 500 555-0139
	      11148	A		AW00011148	16.08.1941	M	M	ROSS32@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	1201 PASO DEL RIO WAY	1 (11) 500 555-0163
	      11149	A		AW00011149	20.04.1941	M	M	THEODORE14@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	9120 PINEWOOD COURT	1 (11) 500 555-0194
	      11150	A		AW00011150	15.03.1941	S	M	RUSSELL6@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	4755 EASLEY DRIVE	1 (11) 500 555-0191
	      11151	A		AW00011151	25.02.1942	S	F	MELINDA9@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           1	805 RAINIER DR.	1 (11) 500 555-0117
	      11152	A		AW00011152	10.01.1976	S	M	JAMES77@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	6827 SEAGULL COURT	355-555-0153
	      11153	A		AW00011153	23.06.1976	M	F	ANGELA34@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	8877 WEATHERLY DRIVE	847-555-0111
	      11154	A		AW00011154	21.08.1976	S	F	MEGAN25@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	6898 HOLIDAY HILLS	918-555-0186
	      11155	A		AW00011155	26.01.1976	S	M	HUNTER50@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	8356 MORI COURT	891-555-0125
	      11156	A		AW00011156	07.02.1976	S	F	MARIA47@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	9452 MARIPOSA CT.	158-555-0199
	      11157	A		AW00011157	11.06.1975	M	F	HANNAH32@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1832 PRESTON CT.	974-555-0177
	      11158	A		AW00011158	08.10.1975	S	M	JASON46@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	6771 BUNDROS COURT	694-555-0176
	      11159	A		AW00011159	17.09.1975	S	F	BRIANNA57@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	6793 BONIFACIO ST.	319-555-0183
	      11160	A		AW00011160	08.01.1974	S	M	MAURICE4@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	2886 CHAPARRAL COURT	947-555-0172
	      11161	A		AW00011161	22.04.1974	S	F	EMILY27@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	1562 BLACK WALNUT	184-555-0114
	      11162	A		AW00011162	05.03.1974	S	M	CHASE10@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	P.O. BOX 8070	764-555-0116
	      11163	A		AW00011163	20.12.1974	M	M	GABRIEL21@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	8002 CRANE COURT	617-555-0150
	      11164	A		AW00011164	05.05.1974	S	M	DEVIN63@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	4231 HIGHLAND DR.	502-555-0138
	      11165	A		AW00011165	18.07.1973	M	F	JOCELYN18@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	3376 BANK WAY	354-555-0134
	      11166	A		AW00011166	24.04.1972	S	F	ASHLEY18@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           2	6993 WHYTE PARK AVE.	131-555-0194
	      11167	A		AW00011167	01.08.1972	S	F	JASMINE43@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00000	           1	9183 VIA DEL SOL	178-555-0156
	      11168	A		AW00011168	15.05.1968	S	M	DAVID83@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00000	           1	38 SHANGRI-LA RD.	730-555-0128
	      11169	A		AW00011169	22.06.1968	M	M	BRYCE8@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	MANAGEMENT	        00001	           1	1841 BLACKWOOD DRIVE	178-555-0176
	      11170	A		AW00011170	05.02.1968	M	F	CAROL5@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	MANAGEMENT	        00001	           1	6281 EDWARD AVE	845-555-0127
	      11171	A		AW00011171	09.10.1967	S	M	JONATHAN43@ADVENTURE-WORKS.COM	 100.000,000	BACHELORS	MANAGEMENT	        00001	           2	3731 CHINQUAPIN CT	134-555-0196
	      11172	A		AW00011172	21.11.1967	M	F	GABRIELLE58@ADVENTURE-WORKS.COM	 100.000,000	BACHELORS	MANAGEMENT	        00001	           2	5621 ARCADIA PL.	403-555-0152
	      11173	A		AW00011173	01.09.1967	S	F	SARAH13@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           4	5636 MT. WHITNEY DR.	868-555-0188
	      11174	A		AW00011174	13.07.1967	M	M	NICHOLAS19@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	1318 LASALLE STREET	949-555-0138
	      11175	A		AW00011175	05.03.1963	S	M	LUIS24@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	6943 PATTERSON BLVD.	418-555-0127
	      11176	A		AW00011176	25.01.1968	M	M	MASON25@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	MANAGEMENT	        00001	           1	5753 MEGAN DR.	539-555-0162
	      11177	A		AW00011177	04.07.1942	M	M	JOSE6@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	3991 RAMBLING ROSE DRIVE	157-555-0182
	      11178	A		AW00011178	24.08.1943	M	M	NATHAN55@ADVENTURE-WORKS.COM	 100.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           3	8927 DAYLIGHT PLACE	117-555-0182
	      11179	A		AW00011179	14.06.1943	M	F	MOLLY18@ADVENTURE-WORKS.COM	 120.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           3	5556 RIVERLAND DR.	135-555-0185
	      11180	A		AW00011180	02.01.1943	M	F	APRIL18@ADVENTURE-WORKS.COM	 160.000,000	BACHELORS	MANAGEMENT	        00001	           4	3531 BROOKVIEW DRIVE	702-555-0144
	      11181	A		AW00011181	08.08.1943	M	M	DEVIN13@ADVENTURE-WORKS.COM	 170.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	1085 GREENBELT WAY	735-555-0197
	      11182	A		AW00011182	25.08.1944	S	F	STEPHANIE19@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	6968 MILDRED LN.	567-555-0176
	      11183	A		AW00011183	15.07.1944	S	F	JASMINE19@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	7502 CONTUTI AVENUE	147-555-0199
	      11184	A		AW00011184	16.11.1944	S	F	MEGHAN3@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	5872 L ST.	967-555-0188
	      11185	A		AW00011185	08.10.1944	S	F	ASHLEY31@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	8834 SAN JOSE AVE.	173-555-0121
	      11186	A		AW00011186	21.05.1944	S	F	SARAH25@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	4815 PARAISO CT.	180-555-0133
	      11187	A		AW00011187	22.02.1944	M	F	JENNIFER63@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	2429 LONGVIEW ROAD	857-555-0111
	      11188	A		AW00011188	06.09.1944	M	F	CATHERINE16@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           2	6542 STONEWOOD DRIVE	795-555-0117
	      11189	A		AW00011189	15.07.1944	S	M	LAWRENCE14@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	7502 CONTUTI AVENUE	656-555-0171
	      11190	A		AW00011190	22.06.1944	M	M	CARSON17@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           2	2995 YOUNGSDALE DR.	240-555-0142
	      11191	A		AW00011191	18.12.1945	S	F	KRISTI39@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           3	1769 LISLIN CT	123-555-0181
	      11192	A		AW00011192	13.09.1945	M	M	JAMES79@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           2	673 OLD MOUNTAIN VIEW DR.	725-555-0117
	      11193	A		AW00011193	13.02.1945	M	M	IAN72@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           2	5941 GILL DR.	596-555-0190
	      11194	A		AW00011194	10.06.1945	M	F	JACQUELINE0@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           2	872 MARK TWAIN DR	266-555-0112
	      11195	A		AW00011195	10.02.1946	M	F	MEGAN55@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           3	8411 MT. OLIVET PLACE	560-555-0150
	      11196	A		AW00011196	07.06.1946	M	M	ALFREDO10@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           3	2499 GREENDELL PL	342-555-0110
	      11197	A		AW00011197	18.06.1946	M	F	ANDREA18@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00000	           1	1883 GREEN VIEW COURT	715-555-0178
	      11198	A		AW00011198	26.11.1946	S	F	BROOKE3@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           1	5192 DUMBARTON DRIVE	215-555-0156
	      11199	A		AW00011199	06.11.1946	M	F	JACQUELINE1@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           1	8948 CHINQUAPIN COURT	413-555-0174
	      11200	A		AW00011200	22.11.1947	M	M	JASON18@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           1	7239 NICHOLAS DRIVE	232-555-0160
	      11201	A		AW00011201	18.08.1947	M	F	AMANDA37@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	MANAGEMENT	        00001	           1	3984 SAN FRANCISCO	505-555-0159
	      11202	A		AW00011202	26.08.1947	M	F	ALEXIA0@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00000	           2	2079 WELLINGTON CT	552-555-0118
	      11203	A		AW00011203	21.08.1948	M	M	LUIS21@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	3682 DIABLO VIEW ROAD	171-555-0126
	      11204	A		AW00011204	01.06.1948	M	F	DESTINY33@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	6965 APPALACHIAN DRIVE	743-555-0111
	      11205	A		AW00011205	24.07.1948	M	F	ABBY13@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	8330 GLENSIDE COURT	134-555-0119
	      11206	A		AW00011206	24.09.1948	M	M	BLAKE60@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	9410 FERRY ST.	975-555-0163
	      11207	A		AW00011207	19.07.1948	S	F	DANIELLE12@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	2346 WREN AVE	396-555-0158
	      11208	A		AW00011208	04.02.1948	M	F	MARIA4@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           0	1413 BRIDGEVIEW ST	156-555-0163
	      11209	A		AW00011209	13.01.1948	M	F	ALLISON21@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	MANAGEMENT	        00001	           0	3515 SUTTON CIRCLE	988-555-0151
	      11210	A		AW00011210	08.06.1948	M	M	EDWARD50@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	1039 ADELAIDE ST.	229-555-0114
	      11211	A		AW00011211	12.10.1949	M	F	SAMANTHA42@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	9256 VILLAGE OAKS DR.	547-555-0121
	      11212	A		AW00011212	05.11.1949	M	F	CHLOE4@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	3562 EAST AVE.	205-555-0169
	      11213	A		AW00011213	14.05.1949	S	F	STEPHANIE11@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	5514 GRANT STREET	293-555-0151
	      11214	A		AW00011214	07.11.1949	S	M	CHARLES9@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	2719 LITTLE DR	389-555-0115
	      11215	A		AW00011215	21.06.1950	M	F	ANA7@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3114 ARLINGTON WAY	446-555-0134
	      11216	A		AW00011216	20.05.1950	S	F	JASMINE32@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	8328 SAN FRANCISCO	939-555-0130
	      11217	A		AW00011217	11.02.1950	S	F	NATALIE58@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	6592 BENT TREE LANE	300-555-0150
	      11218	A		AW00011218	11.09.1950	S	F	OLIVIA4@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	3964 STONY HILL CIRCLE	414-555-0147
	      11219	A		AW00011219	02.12.1950	M	M	CHARLES69@ADVENTURE-WORKS.COM	  60.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	6871 BEL AIR DR.	755-555-0111
	      11220	A		AW00011220	23.02.1950	M	F	ERICA5@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	9142 ALL WAYS DRIVE	618-555-0157
	      11221	A		AW00011221	10.06.1950	M	M	NATHAN3@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	9714 NICHOLAS DRIVE	271-555-0191
	      11222	A		AW00011222	17.08.1950	M	F	ALEXANDRA11@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00001	           1	4999 CORTE SEGUNDA	488-555-0143
	      11223	A		AW00011223	16.09.1951	S	F	HAILEY30@ADVENTURE-WORKS.COM	  70.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	5045 VANCOUVER WAY	480-555-0126
	      11224	A		AW00011224	06.09.1951	S	F	TIFFANY3@ADVENTURE-WORKS.COM	  70.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	6404 DEL MAR AVE	197-555-0118
	      11225	A		AW00011225	16.02.1951	M	F	MADISON22@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	5927 SEAVIEW AVENUE	471-555-0142
	      11226	A		AW00011226	27.09.1951	M	F	SYDNEY26@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	5252 SANTA FE	219-555-0146
	      11227	A		AW00011227	12.08.1951	S	M	MARSHALL35@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	9022 ESTUDILLO STREET	712-555-0116
	      11228	A		AW00011228	19.04.1951	M	F	ASHLEY3@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	7681 WILLOW PASS ROAD	996-555-0169
	      11229	A		AW00011229	03.12.1951	S	M	ADRIAN21@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	6898 SHAW RD.	812-555-0122
	      11230	A		AW00011230	03.04.1951	M	F	AMBER4@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	6345 RIDGE CIRCLE	155-555-0131
	      11231	A		AW00011231	14.11.1952	M	M	DENNIS1@ADVENTURE-WORKS.COM	  60.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	3951 CALLE VERDE DRIVE	710-555-0134
	      11232	A		AW00011232	27.09.1952	M	F	HAILEY38@ADVENTURE-WORKS.COM	  60.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           2	2828 ROGERS AVE.	156-555-0195
	      11233	A		AW00011233	09.09.1952	M	M	TODD5@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	5897 SCOTTSDALE RD.	680-555-0147
	      11234	A		AW00011234	19.11.1952	S	F	ANNA46@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	7221 PEACHWILLOW STREET	965-555-0146
	      11235	A		AW00011235	08.02.1952	M	M	ANGEL24@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	2585 LA SALLE CT.	540-555-0122
	      11236	A		AW00011236	05.03.1952	S	M	JEREMY29@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	8811 THE TREES DR.	980-555-0117
	      11237	A		AW00011237	23.09.1958	S	M	CLARENCE36@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00000	           4	WELT PLATZ 6	1 (11) 500 555-0191
	      11238	A		AW00011238	10.08.1958	S	F	MAYRA9@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00000	           4	1119 ELDERWOOD DR.	1 (11) 500 555-0116
	      11239	A		AW00011239	06.10.1958	M	F	LATOYA18@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	8154 PHEASANT CIRCLE	1 (11) 500 555-0149
	      11240	A		AW00011240	11.12.1958	M	F	ANNE4@ADVENTURE-WORKS.COM	 160.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	76 WOODCREST DR.	1 (11) 500 555-0119
	      11241	A		AW00011241	11.10.1957	S	F	LISA24@ADVENTURE-WORKS.COM	 100.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	102, RUE DE BERRI	1 (11) 500 555-0125
	      11242	A		AW00011242	11.11.1957	M	M	LARRY9@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	MIDI-COULEURS	1 (11) 500 555-0193
	      11243	A		AW00011243	09.10.1957	M	F	ROBIN2@ADVENTURE-WORKS.COM	 150.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	4086 EMMONS CANYON LANE	1 (11) 500 555-0198
	      11244	A		AW00011244	26.11.1957	S	F	ALEXIS28@ADVENTURE-WORKS.COM	 170.000,000	BACHELORS	MANAGEMENT	        00000	           3	7140 CAMELBACK ROAD	1 (11) 500 555-0115
	      11245	A		AW00011245	27.10.1956	M	M	RICKY15@ADVENTURE-WORKS.COM	 120.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           4	RO?STR 9928	1 (11) 500 555-0147
	      11246	A		AW00011246	09.10.1956	M	F	LATASHA21@ADVENTURE-WORKS.COM	 120.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           4	ALDERSTR 7690	1 (11) 500 555-0178
	      11247	A		AW00011247	06.06.1956	S	F	CLAUDIA7@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           3	6516 BEAUER LANE	1 (11) 500 555-0116
	      11248	A		AW00011248	26.03.1955	M	M	TRISTAN19@ADVENTURE-WORKS.COM	 110.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	88, AVENUE DES CHAMPS-ELYS?ES	1 (11) 500 555-0124
	      11249	A		AW00011249	13.07.1955	M	F	CINDY3@ADVENTURE-WORKS.COM	 130.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	ESSENER STRA?E 123	1 (11) 500 555-0149
	      11250	A		AW00011250	12.03.1955	M	F	SHANNON4@ADVENTURE-WORKS.COM	 170.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           2	4185 KEYWOOD CT.	1 (11) 500 555-0119
	      11251	A		AW00011251	04.07.1932	S	M	XAVIER51@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	PROFESSIONAL	        00000	           2	9245 DANTLEY WAY	243-555-0114
	      11252	A		AW00011252	07.06.1932	S	M	NICHOLAS16@ADVENTURE-WORKS.COM	  90.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           1	504 O ST.	377-555-0147
	      11253	A		AW00011253	28.02.1933	M	M	JOS?54@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	5703 DONALD DR.	712-555-0130
	      11254	A		AW00011254	03.03.1933	M	M	JOHNATHAN5@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	9430 VERSAILLES PL	494-555-0166
	      11255	A		AW00011255	04.04.1933	M	M	COLIN8@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	6083 SAN JOSE	599-555-0132
	      11256	A		AW00011256	20.09.1933	M	F	KATELYN42@ADVENTURE-WORKS.COM	  70.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	7496 DEERFIELD DR.	249-555-0116
	      11257	A		AW00011257	06.01.1933	S	F	JACQUELINE9@ADVENTURE-WORKS.COM	 120.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           4	4076 NORTHWOOD DR	796-555-0111
	      11258	A		AW00011258	28.06.1933	M	M	XAVIER26@ADVENTURE-WORKS.COM	 120.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           4	2707 VIRGIL STREET	559-555-0149
	      11259	A		AW00011259	27.03.1965	M	F	VICTORIA24@ADVENTURE-WORKS.COM	 100.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           4	3623 BARQUENTINE COURT	230-555-0139
